               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.034153,            0.027333,           0.0055629,             0.87964,             0.88632,             0.92329,             0.71575,            0.027382,            0.014014,           0.0032145,             0.00208,             0.00208,             0.00208
                 162,            0.032092,            0.027806,           0.0061484,             0.91367,             0.86737,             0.92834,              0.7112,            0.027909,            0.014213,           0.0032096,           0.0020305,           0.0020305,           0.0020305
                 163,            0.034636,            0.031463,           0.0060244,             0.91377,             0.86266,             0.92572,             0.70768,             0.02745,            0.014045,           0.0032154,            0.001981,            0.001981,            0.001981
                 164,            0.032024,            0.030768,           0.0053188,             0.91784,             0.86947,             0.92609,              0.7107,             0.02731,            0.013945,           0.0032081,           0.0019315,           0.0019315,           0.0019315
                 165,            0.032166,            0.026824,           0.0054973,             0.91434,             0.86765,             0.92576,             0.70679,            0.027449,            0.013949,           0.0031939,            0.001882,            0.001882,            0.001882
                 166,            0.032652,             0.02817,           0.0055654,             0.91867,             0.86464,             0.92679,             0.70964,            0.027303,            0.013897,           0.0031813,           0.0018325,           0.0018325,           0.0018325
                 167,            0.032056,             0.02881,           0.0052236,             0.92786,             0.86188,             0.92637,             0.71599,            0.027138,            0.013785,           0.0031652,            0.001783,            0.001783,            0.001783
                 168,            0.032188,            0.026665,           0.0056738,             0.91991,             0.86396,             0.92463,              0.7187,            0.027229,            0.013754,           0.0031616,           0.0017335,           0.0017335,           0.0017335
                 169,            0.033432,            0.028086,           0.0056055,             0.91703,             0.86438,             0.92695,             0.72062,             0.02724,            0.013721,           0.0031514,            0.001684,            0.001684,            0.001684
                 170,            0.032592,            0.029817,           0.0054792,             0.91856,             0.86147,              0.9252,             0.71723,            0.027175,            0.013679,           0.0031371,           0.0016345,           0.0016345,           0.0016345
                 171,            0.032803,            0.027352,            0.005398,              0.9173,             0.86137,             0.92378,             0.71398,            0.027046,            0.013652,           0.0031233,            0.001585,            0.001585,            0.001585
                 172,            0.033484,            0.027782,           0.0059151,              0.9202,             0.86154,             0.92349,             0.71992,             0.02681,            0.013598,           0.0031146,           0.0015355,           0.0015355,           0.0015355
                 173,            0.033689,            0.028958,           0.0050502,              0.9163,             0.86516,             0.92221,             0.71763,            0.027053,            0.013621,           0.0031102,            0.001486,            0.001486,            0.001486
                 174,            0.032445,            0.027837,           0.0050371,             0.91439,             0.86694,             0.92633,             0.71701,            0.026921,             0.01359,           0.0031121,           0.0014365,           0.0014365,           0.0014365
                 175,             0.03279,            0.025166,           0.0051483,             0.88601,             0.88181,             0.92454,             0.72176,            0.026884,            0.013592,           0.0031109,            0.001387,            0.001387,            0.001387
                 176,            0.032491,            0.031029,           0.0050501,             0.91169,              0.8623,             0.92293,             0.72423,            0.026626,            0.013517,           0.0031034,           0.0013375,           0.0013375,           0.0013375
                 177,            0.032841,            0.026984,           0.0052075,             0.90774,              0.8631,             0.92594,             0.72832,            0.026487,            0.013519,           0.0030948,            0.001288,            0.001288,            0.001288
                 178,            0.031243,            0.028578,           0.0048239,             0.91155,             0.86303,             0.92399,             0.72807,            0.026397,            0.013498,           0.0030805,           0.0012385,           0.0012385,           0.0012385
                 179,            0.031823,            0.028744,           0.0057962,             0.90987,              0.8626,             0.92217,             0.72369,            0.026392,            0.013452,           0.0030731,            0.001189,            0.001189,            0.001189
                 180,             0.03105,            0.028219,           0.0051684,             0.91299,              0.8609,             0.92058,             0.72381,            0.026249,            0.013405,           0.0030632,           0.0011395,           0.0011395,           0.0011395
                 181,             0.03151,            0.027969,           0.0052577,             0.91731,             0.86057,              0.9225,              0.7295,            0.026216,            0.013401,           0.0030605,             0.00109,             0.00109,             0.00109
                 182,             0.03319,             0.03006,           0.0057059,             0.91532,             0.85971,             0.92223,             0.73406,            0.026187,            0.013399,           0.0030504,           0.0010405,           0.0010405,           0.0010405
                 183,            0.032012,            0.026741,           0.0048413,             0.91511,             0.86276,             0.92179,             0.73249,            0.026071,              0.0134,           0.0030378,            0.000991,            0.000991,            0.000991
                 184,            0.032436,            0.025877,           0.0046365,             0.91943,             0.86261,             0.92154,             0.73711,            0.026035,             0.01346,           0.0030283,           0.0009415,           0.0009415,           0.0009415
                 185,            0.031655,            0.027563,           0.0053089,             0.92063,             0.86227,             0.92241,             0.73628,            0.026043,            0.013434,           0.0030217,            0.000892,            0.000892,            0.000892
                 186,            0.032712,            0.025986,             0.00513,             0.92002,             0.86251,             0.92408,              0.7363,            0.025946,            0.013404,           0.0030196,           0.0008425,           0.0008425,           0.0008425
                 187,            0.029545,             0.02811,           0.0052692,             0.91798,             0.86182,             0.92514,             0.73743,            0.025868,            0.013368,           0.0030125,            0.000793,            0.000793,            0.000793
                 188,            0.031767,            0.028454,           0.0063101,             0.91507,             0.86432,             0.92666,             0.73555,            0.025847,            0.013338,           0.0030079,           0.0007435,           0.0007435,           0.0007435
                 189,            0.032175,            0.026741,           0.0048267,             0.91755,             0.86323,             0.92887,             0.73812,            0.025798,            0.013304,           0.0030018,            0.000694,            0.000694,            0.000694
                 190,             0.03225,            0.029177,            0.005665,             0.91525,             0.86451,             0.92793,             0.73735,            0.025858,            0.013315,           0.0029955,           0.0006445,           0.0006445,           0.0006445
                 191,             0.03076,            0.027055,           0.0050845,             0.91244,             0.86633,             0.92704,             0.74046,            0.025812,            0.013285,           0.0029949,            0.000595,            0.000595,            0.000595
                 192,            0.030156,            0.024094,           0.0050304,             0.91246,             0.86647,               0.927,              0.7364,            0.025827,            0.013271,           0.0029914,           0.0005455,           0.0005455,           0.0005455
                 193,            0.030692,            0.029213,           0.0045961,             0.91376,             0.86589,             0.92665,             0.73763,            0.025838,            0.013251,           0.0029878,            0.000496,            0.000496,            0.000496
                 194,            0.030611,            0.029403,            0.005749,             0.91886,             0.86402,             0.92525,             0.74249,            0.025736,            0.013215,           0.0029849,           0.0004465,           0.0004465,           0.0004465
                 195,            0.031091,            0.025346,           0.0049396,             0.91234,             0.86699,             0.92689,             0.73859,            0.025701,            0.013213,           0.0029782,            0.000397,            0.000397,            0.000397
                 196,             0.03087,            0.026069,           0.0053878,             0.91914,             0.86466,             0.92676,             0.73802,            0.025682,             0.01321,           0.0029771,           0.0003475,           0.0003475,           0.0003475
                 197,            0.032981,            0.028088,           0.0056075,             0.91344,             0.86629,             0.92512,             0.73927,            0.025635,            0.013179,           0.0029715,            0.000298,            0.000298,            0.000298
                 198,            0.031824,            0.025526,            0.005224,             0.91603,             0.86558,             0.92604,             0.73746,            0.025687,            0.013181,           0.0029668,           0.0002485,           0.0002485,           0.0002485
                 199,            0.033839,              0.0286,            0.005313,              0.9213,             0.86166,              0.9246,             0.73899,            0.025596,            0.013153,           0.0029674,            0.000199,            0.000199,            0.000199
